x,y,z
91.9065930529338,63.8452419441181,17.0936388310221
88.6066035615141,73.5802793051765,12.0840182380075
88.2693568230884,76.0653176568946,2.42610217986892
68.198021209563,67.7115044322232,15.8642458651185
78.7634156658863,65.9916506270509,29.8257732235826
98.1626545416272,63.2079118929425,33.9518044283818
89.8871987021427,60.2321953939998,46.1894657920925
82.3816537744771,67.3033504534209,44.9086480295735
83.775772191978,71.7742000777067,54.2749494026473
89.6516701025918,88.4525410272627,41.7109398357976
80.545100518848,92.1055765484698,33.1767022370283
77.0763592615216,92.7589919745053,26.6547390086804
55.3477124606712,88.5796348333996,30.3629534853517
60.7954069265907,85.9638935168838,20.4583686076185
57.513036935015,93.3631161347288,11.9947950896738
31.0001808252733,94.709172419913,6.99553114523487
34.6180810335514,91.4973810747728,12.9845000706176
32.5110168255039,97.2216884252498,22.7469040771898
20.3675503767639,91.3536520522976,39.9383258584726
0.0449097194163861,90.2745722051061,29.3002986400229
2.47199797735038,80.0412582149986,45.1567359990935
8.3520884981879,78.6584384477735,51.0971540419404
20.3494457572483,83.684614139488,59.704106292495
32.6855106391437,84.6542201305719,57.843326875306
28.4913917622505,93.8214711166764,67.6125989397227
8.81425131663752,87.0183377531146,79.1869905216472
1.71104344953426,76.6896296259337,90.3277089044221
9.38535561145993,71.6931372743297,85.3995807059947
0.00184224755125362,60.7096313907593,67.5986800931264
8.89301008794952,44.5295509064617,48.4635691417643
14.1974848553592,58.2110331909453,52.2184659664896
32.626415377078,52.3167851465108,62.839106559652
37.6419665872587,41.2125071002997,75.0346174580703
24.4537770714521,32.796938352541,64.1257280862056
23.2260193094758,20.5927134198345,69.5531912665503
28.3016056605812,12.8863488697647,73.6836569012756
33.769477208333,9.5651657169297,85.2665836275729
23.4112287955178,10.7293311037387,86.3462447753053
20.668877933619,14.2676801220581,88.2597235872634
15.8727370236556,12.6156637609979,82.3707459122923
9.84151926699797,18.4290340885495,95.5228848737688
31.3952909395023,25.5993952591323,94.5320458877695
52.8015563199525,17.4005802462878,98.2309615940424
63.5880553120949,4.3999312177982,75.70035959527
48.3790602574734,4.12285441442355,59.2838780945297
57.9363275685017,20.1339533780285,48.0731589964325
74.419419271528,16.3256498044009,43.2939485600677
89.3462414924237,7.25160326196114,48.6652577318254
92.3617486613934,6.92018543860378,60.2040868794556
92.9030346564831,29.5882880281148,55.1583943187027
92.5009581457644,39.0591485044382,46.421790603696
81.3600505007706,39.4224445415871,59.7287334920596
77.1299782539548,17.4681823189404,59.0690241727976
78.7977241305273,6.73627796685387,71.4899251961965
75.3061865194557,19.316522125228,79.991323023804
76.7412933788268,9.54544714791199,90.6717069289337
79.5093373646081,18.6995117945515,96.1266614172981
82.9976987491406,34.6551149692779,92.623736387408
96.6682776395047,53.3359110833972,93.7598278326546
89.4094635618732,48.2248491993968,73.6888379277826
73.476707280898,56.0703717313816,84.8805145961003
57.9751657328104,58.5735653336697,89.6017459494915
55.2479179670538,70.5234226261986,86.5380498797888
61.674305093467,72.0438222097525,73.5234060213223
48.8381489772108,80.6436662844145,74.9338486429939
43.5996882575024,77.8189074283974,67.5073153943477
44.4085381657481,94.2355611185232,60.6182266760147
36.051031641166,98.263877018554,49.6854788867864
47.7860278568547,93.4214399785812,38.7148187328647
46.8949609191482,89.7016778679634,44.4498113135918
47.3574114725849,84.6492759289561,47.3597477271441
62.321622634518,98.0804838023057,50.5027169888122
71.0511700846055,99.4397172471532,65.9558654175508
78.3637357002321,92.1568614346162,67.2573020661843
83.5030410292721,98.6400716533247,83.1335431012621
92.7523227931416,88.9887580774775,82.2036732929238
92.3997939051863,82.2694456724125,83.0306232900285
95.8454620621852,86.801282493266,91.1094591678677
77.0694608534241,91.9201394476722,96.1364723565796
61.6972550664445,95.3503063496482,91.2702803219039
46.9958418843791,82.6471612761628,96.0924317884945
30.6448362336407,55.857089280366,99.5473960667755
19.2708142331021,54.8048822812452,91.0928924645891
15.5823600390707,51.4153158462669,81.9895313382162
7.47508511787092,41.2059558465579,76.4330666022495
1.52049752481952,34.1685186736881,66.301982541684
4.00107797541913,18.2176805549765,69.2772116378611
7.0017386048454,0.694185461451691,71.6469309690538
24.9445544063005,1.28820775868116,60.7598896269283
1.69752253874625,1.50649791945536,52.9625390524525
10.8357608771482,23.4759791903334,46.1596162269751
3.90587417810744,7.34216723706087,39.5924919196815
11.3606703482552,3.15531192017126,31.69089139665
18.3219287071091,10.9707247469997,28.9631316118786
23.5638147846952,18.2330329418386,35.8680443252978
37.5472913416505,14.8464977958707,37.7190914258604
31.289433533058,22.8282412632409,38.5744071700207
