x,y,z
14.2940799746091,49.1693329363053,48.0496931459423
11.3395648780147,15.1339372928125,62.3594061602704
58.6480126669998,0.53964784239342,77.4900632211932
69.294545566854,16.8263911292194,75.7918252120146
74.5315909669349,37.6202356181199,74.1159948634009
86.9209981767048,26.0468825401287,82.2897464308901
96.4090274896762,10.8150360671533,70.1672617216357
99.2770626230855,16.9557493471727,62.1207277252132
97.6034221267098,47.6974047501372,43.2886116967935
99.9933145231404,70.7903898317042,47.581870860411
88.4781733646403,81.7513394230925,8.99152460017972
70.16151593185,81.1088007091044,5.12030997945332
82.2839762134503,52.0345296485571,12.0835631679338
81.3693874178462,49.5753960942457,18.0775466119626
82.3540354328651,19.070015761023,25.4357011776653
51.8147544353473,15.3447725628561,18.4832394884112
44.7193167109845,13.756688766319,20.5935813125787
41.0103335605085,6.43799464316822,18.3049088469548
36.6258793681681,35.4078346328075,14.1733377070423
33.2271788828484,35.5158984263602,19.049036800327
5.35289215629524,58.2602356717543,18.1987295504386
8.48746472254222,74.0656337256689,23.6393172674808
33.7232566186593,89.2299800883305,23.2747270907458
28.344919418222,76.3866059626777,8.90660432268481
25.9214758107317,64.3822529568202,6.22833521733889
44.0249299530872,52.1854641095217,24.6564035604892
47.7380167613993,39.4251030262347,40.6294466238473
64.8853163250455,57.4407617004849,40.0617234879313
55.3329488847833,54.7828464191944,64.4772495776405
76.2658279422834,67.8751066679418,74.1571179536752
64.130211459043,97.9997450039301,78.4680874145348
50.7518708114333,76.2688736572451,67.9061625462865
41.2512852202161,88.5029504689635,66.3454972755924
29.0445122238298,78.3820388509671,63.3661329478107
26.2404527288912,95.1694037833782,81.2744870784811
19.5441253745787,82.8599456405718,73.8383027699516
0.961620716973488,72.6095117277342,75.4197298825954
10.5494337123696,55.4656396364433,77.4527958855461
8.72136133308934,59.1050205885776,55.3144714909678
14.2940799746091,49.1693329363053,48.0496931459423
